	type	p	R0	SS transmission ratio	SS fraction	infectious period
51	FFNN (large)		4.223510299999999	5.7104864	0.08549885	5.15698370197637
51	CNN (huge, subtrees)		3.5264130684938912	4.890311033582787	0.08780090488089834	4.2433911372833055
52	real-subtrees	0.363150554506273	4.18618898455598	3.89175290679924	0.062112679570962	1.1776669001821398
52	real	0.363150554506273	4.18618898455598	3.89175290679924	0.062112679570962004	1.1776669001821398
52	FFNN (huge, subtrees)		4.325733620133239	3.754392495004457	0.1008623420612133	1.2381578473004942
52	FFNN (large)		4.258078599999999	3.6926327000000003	0.1119444	1.2021349949248101
52	CNN (large)		4.1528325	3.9750379999999996	0.12419492	1.17960483902165
52	CNN (huge, subtrees)		4.251037753635079	4.011421538365339	0.0987621484735195	1.2133172932014145
53	CNN (huge, subtrees)		3.254988641711088	5.575046005471455	0.12982192129273226	5.250659636691198
53	real-subtrees	0.6792869143322711	3.26076682202993	5.36981523195856	0.16396249261293902	5.16699894023786
53	CNN (large)		2.7161136000000003	6.293033599999999	0.12689528	4.51308034581754
53	FFNN (huge, subtrees)		3.2764779741029577	5.201798791116135	0.12641482373049706	5.31587976385252
53	FFNN (large)		2.7393397999999998	6.094175	0.15979877	4.57561665177129
53	real	0.6792869143322711	3.26076682202993	5.36981523195856	0.163962492612939	5.16699894023786
54	FFNN (huge, subtrees)		2.118101184347491	5.5228150387347	0.10070922482774887	7.7476541104254775
54	CNN (huge, subtrees)		2.1567008331482542	5.4726309478024895	0.10002334388174534	7.790214425351198
54	real-subtrees	0.35711757744441097	2.00050982266804	5.15603304727151	0.08729240531659299	7.42056358536289
54	FFNN (large)		1.9288511000000002	4.759855	0.090067096	7.4246268627727305
54	CNN (large)		1.9026083999999999	4.357284	0.11110124	7.33377524512717
54	real	0.35711757744441097	2.00050982266804	5.15603304727151	0.08729240531659299	7.42056358536289
55	real-subtrees	0.24202862898489397	1.90763026049901	4.24298176620065	0.055714900412867	7.83764044172814
55	FFNN (huge, subtrees)		1.9888171106710275	3.876927924066575	0.09007723944994127	8.260872748023138
55	FFNN (large)		2.4009994999999997	5.8853045	0.121930934	10.6326921082294
55	CNN (huge, subtrees)		2.0282860123579884	4.114150898047331	0.09059028797677106	8.433771448099531
55	real	0.24202862898489397	1.90763026049901	4.24298176620065	0.055714900412867	7.83764044172814
55	CNN (large)		2.5454282999999998	4.935201599999999	0.13148102	10.9583989791862
56	real-subtrees	0.2645299996224	2.9303559875985603	9.64753718753016	0.054879844896614	8.44423421941358
56	CNN (large)		2.2959263	9.08404	0.0720973	7.7145804582208
56	FFNN (large)		2.2762935	9.088683	0.056238987000000004	7.36224029704241
56	FFNN (huge, subtrees)		3.0802418709981807	9.063613392826158	0.06873044822759325	8.590187064490173
56	real	0.2645299996224	2.93035598759856	9.64753718753016	0.054879844896614	8.44423421941358
56	CNN (huge, subtrees)		3.044174494584959	8.95943562645555	0.07430260260621124	8.422414306367529
57	CNN (huge, subtrees)		1.4178065435140932	5.338155983907127	0.10763655997040633	9.28909152143291
57	FFNN (large)		1.3965855	3.5415167999999997	0.08842618	8.82232295725787
57	FFNN (huge, subtrees)		1.3973175957521788	5.087361019411586	0.10990205130369078	9.17324780843446
57	CNN (large)		1.3982028999999998	4.194336	0.09743792	8.79908564514661
57	real	0.164361792035867	1.3744885679714298	5.07548203640493	0.08493570409639702	8.936948210851961
57	real-subtrees	0.164361792035867	1.3744885679714298	5.07548203640493	0.08493570409639699	8.936948210851961
58	CNN (huge, subtrees)		3.8222219828251633	4.262780318928767	0.10759166990849177	8.88906330169904
58	CNN (large)		4.242957	3.8741665000000003	0.14856619	9.38604805386772
58	real	0.814366204164772	3.9570811878867205	3.9426848907526404	0.188277178456885	9.39127455264383
58	FFNN (large)		4.2683496	3.9492519999999995	0.11272114	9.43124093906797
58	real-subtrees	0.814366204164772	3.957081187886721	3.9426848907526404	0.18827717845688505	9.39127455264383
58	FFNN (huge, subtrees)		3.9866561602780384	3.9873193195383068	0.09530615767462892	9.314115630969214
59	FFNN (huge, subtrees)		1.4139762105257232	5.259574366412917	0.10694923703297753	5.266240500372303
59	FFNN (large)		1.4302654	6.263850700000001	0.13595828	5.470894151583309
59	CNN (large)		1.5445975	7.4835052	0.10888091	5.58104383209194
59	real-subtrees	0.7511412164511799	1.3330286028579998	5.16856851396515	0.126220577932262	5.001242584759231
59	real	0.7511412164511799	1.3330286028579998	5.16856851396515	0.126220577932262	5.001242584759231
59	CNN (huge, subtrees)		1.437526124721666	5.200921817937081	0.11711637055393286	5.3108939641579305
60	real	0.53903375520595	1.7152841268178503	7.75890843010524	0.152066718096784	3.29438830261213
60	FFNN (large)		1.3577237	7.740041000000001	0.08526889	2.62010270410767
60	CNN (huge, subtrees)		1.7377703618476406	7.610627533823088	0.14140002961975434	3.3339687522340222
60	FFNN (huge, subtrees)		1.6864854550756805	7.6648121767412905	0.13837766004860072	3.2467017189573837
60	CNN (large)		1.4305458999999998	6.8561587	0.09337145	2.64091128577629
60	real-subtrees	0.53903375520595	1.7152841268178505	7.75890843010524	0.152066718096784	3.29438830261213
61	FFNN (huge, subtrees)		4.314414599454423	3.7364118217546265	0.0977683956569354	7.486699757416003
61	CNN (huge, subtrees)		4.26171148081301	3.8492089206793256	0.10158649346694508	7.4737806707378045
61	real-subtrees	0.504717853194021	4.5525252261878615	3.5222915991752406	0.135353482270826	7.831567983908969
61	real	0.504717853194021	4.552525226187861	3.5222915991752406	0.135353482270826	7.831567983908969
61	FFNN (large)		4.279654	3.8599722	0.077553265	7.403006134944019
61	CNN (large)		4.14281	3.9710832000000003	0.07325661	7.29008562816301
62	FFNN (large)		2.28613	5.560157299999999	0.09718912	2.86306593621729
62	CNN (huge, subtrees)		2.1496174201567517	5.165106003968503	0.1168623863133446	2.736615215974364
62	CNN (large)		2.3020252999999995	5.4918337	0.10205588	2.84627138053181
62	real	0.117737635885414	2.02463121516476	4.59850706243962	0.17766031587361303	2.49618045207309
62	FFNN (huge, subtrees)		2.0921941196258715	4.877468219432245	0.11731102848375033	2.5806011069014776
62	real-subtrees	0.117737635885414	2.02463121516476	4.598507062439619	0.17766031587361306	2.49618045207309
63	FFNN (large)		2.2235687	5.088788	0.07507012	6.34843076635271
63	CNN (huge, subtrees)		1.901283616194032	5.0013778119960834	0.11766745633101967	5.73686471486841
63	CNN (large)		2.0606308	5.4263806	0.10607055	6.17199602300001
63	real	0.153146174593482	1.88392877111522	4.373042642453029	0.155362296864141	5.61015481032161
63	real-subtrees	0.153146174593482	1.88392877111522	4.373042642453028	0.155362296864141	5.6101548103216095
63	FFNN (huge, subtrees)		1.8931239440711785	4.745009367026947	0.12888580053440088	5.621210016812151
64	FFNN (large)		3.8977854	7.423272	0.15353438	2.06086152751576
64	CNN (large)		3.9682755	7.806878599999999	0.17203183	2.08621282676583
64	real	0.804299984351975	4.4343567038798	9.404920846805199	0.164589481585456	2.4432756315837003
64	real-subtrees	0.804299984351975	4.4343567038798	9.404920846805199	0.16458948158545605	2.4432756315837003
64	CNN (huge, subtrees)		4.260733433312808	7.954387933785383	0.14747980235691655	2.1729270879913445
64	FFNN (huge, subtrees)		4.311011282452103	7.740135004809296	0.13622725805951333	2.243447614779037
65	FFNN (huge, subtrees)		2.0680008190645194	7.8621985189700725	0.10549718158729757	10.075223795744414
65	real-subtrees	0.529204744924101	2.06963783201507	7.44091217117399	0.104411939244051	9.87441857000123
65	CNN (large)		1.7884343999999996	6.5216650000000005	0.10156056	8.270518828017
65	real	0.529204744924101	2.06963783201507	7.44091217117399	0.104411939244051	9.87441857000123
65	FFNN (large)		1.6801951000000002	6.568582000000001	0.08073946	7.9416227288133605
65	CNN (huge, subtrees)		2.095870809367382	7.787968249458959	0.11408395202151694	10.24355127695672
66	CNN (large)		3.3735204	9.489641	0.15727124	8.0750373801744
66	real	0.88555644169698	2.9572780664001	9.95141469506358	0.140377942885844	7.70777447664279
66	FFNN (huge, subtrees)		2.961600548587623	8.87194863850443	0.14006592891261502	7.592260465493914
66	CNN (huge, subtrees)		2.9618514390220225	8.791655946062738	0.1451191578112237	7.385766568743605
66	FFNN (large)		3.3039896	9.320828	0.14663684	8.06326213497037
66	real-subtrees	0.88555644169698	2.9572780664001	9.95141469506358	0.140377942885844	7.707774476642789
67	CNN (large)		1.151638	9.649716999999999	0.089427084	3.8520615494134103
67	FFNN (large)		1.1075643999999998	9.211762	0.09086556	3.88034246746804
67	real	0.147187070814273	1.0400866808954798	9.90127520691993	0.10376757228882	3.89891697950485
67	real-subtrees	0.147187070814273	1.0400866808954798	9.90127520691993	0.10376757228882	3.89891697950485
67	FFNN (huge, subtrees)		1.0565682291599598	8.560613503676826	0.1081191659535094	3.7706470686088207
67	CNN (huge, subtrees)		1.0612232591672144	8.404758458399286	0.10593773176646976	3.833238044365102
68	FFNN (large)		2.9205134	6.81278	0.14199725	5.591685541033269
68	real	0.13200642831397197	2.61215064245002	6.933737587635171	0.164319693106441	4.781710232832981
68	FFNN (huge, subtrees)		2.648308178338356	6.336333992543002	0.12974868472027498	4.726225868305359
68	CNN (large)		2.8704958	6.602326400000001	0.11186314	5.5585449426713005
68	CNN (huge, subtrees)		2.7565775732645017	6.456382151334893	0.13018562685010993	5.143411761801089
68	real-subtrees	0.13200642831397194	2.61215064245002	6.933737587635172	0.16431969310644098	4.781710232832982
69	real-subtrees	0.17167483060146801	2.0505411312065402	3.93502857359392	0.09215135670400396	5.81347232006889
69	FFNN (large)		2.0633334999999997	3.362221	0.07620456	5.71478896979419
69	real	0.17167483060146801	2.0505411312065402	3.93502857359392	0.092151356704004	5.81347232006889
69	FFNN (huge, subtrees)		2.1380945681191657	4.282210253262447	0.09994219237936627	6.144656539266496
69	CNN (large)		2.0358758000000003	3.6977663	0.08570397	5.698847302515321
69	CNN (huge, subtrees)		2.117364461187914	4.347224429507464	0.10569006479738444	6.156391878761086
70	CNN (huge, subtrees)		4.478624499336773	3.620476994298767	0.08350587074549316	4.810981939519934
70	real-subtrees	0.3510688973382789	4.752946957484619	3.29219085310484	0.054019289886807	4.90976272219459
70	FFNN (large)		4.6602426	3.225631	0.08638661	4.80557358970336
70	real	0.35106889733827895	4.75294695748462	3.29219085310484	0.054019289886807	4.90976272219459
70	FFNN (huge, subtrees)		4.489335007811135	3.434773592979372	0.08244329427040288	4.732941580322232
70	CNN (large)		4.6141934000000004	3.37436	0.065990984	4.68145033385631
71	real-subtrees	0.754311700993359	2.2570441106739194	6.62357052375602	0.15430754133748498	6.719281786331741
71	FFNN (huge, subtrees)		2.2715072126828857	6.761862862056876	0.12849761204013915	6.819466108441768
71	FFNN (large)		2.3413315	7.198935499999999	0.14059865	7.330267388995679
71	real	0.754311700993359	2.25704411067392	6.62357052375602	0.15430754133748498	6.719281786331741
71	CNN (huge, subtrees)		2.2441861920259694	7.0478855378774155	0.1356313771637745	6.671741442196658
71	CNN (large)		2.3545547000000004	7.117447	0.12147874	7.2346011190632495
72	FFNN (huge, subtrees)		4.271243279214671	7.499756907959349	0.09948210489097163	4.733336300872784
72	real-subtrees	0.8399556105131429	4.56552621978032	7.41332980605129	0.098396860741036	4.99999635599616
72	real	0.8399556105131429	4.56552621978032	7.41332980605129	0.098396860741036	4.99999635599616
72	FFNN (large)		4.537803	6.5093246	0.07579165	4.86417187443172
72	CNN (large)		4.353818	6.1052327	0.066027164	4.72764205543325
72	CNN (huge, subtrees)		4.157661517556432	7.310745981099795	0.10654324579010192	4.6085141730441945
73	FFNN (large)		2.0976619999999997	8.893191	0.12828651	4.81517826763082
73	real-subtrees	0.7339185797178492	2.3992943665640296	9.661283112736813	0.13645587269971102	5.22985778800406
73	real	0.7339185797178492	2.3992943665640296	9.661283112736811	0.13645587269971102	5.22985778800406
73	CNN (huge, subtrees)		2.334591151282844	8.758765666109698	0.13997602557052036	4.9240966494568434
73	CNN (large)		2.1198568	9.107704	0.14536679	4.87603803177623
73	FFNN (huge, subtrees)		2.305494118456118	8.969510479640743	0.13229490859676352	4.937801893667032
74	FFNN (large)		2.7200572	8.739564999999999	0.11846685	2.3642293281749702
74	real	0.23104285121981896	2.8003658051740996	8.992955388177212	0.153150248936297	2.40039036326832
74	FFNN (huge, subtrees)		2.705890033822779	8.253940836343814	0.14302738339336804	2.276787093817898
74	real-subtrees	0.23104285121981896	2.8003658051740996	8.992955388177213	0.15315024893629695	2.40039036326832
74	CNN (large)		2.7785182	8.09943	0.11815068	2.35266282318785
74	CNN (huge, subtrees)		2.76766524428873	8.312624245060903	0.15079118074725473	2.3292181597633137
75	CNN (huge, subtrees)		2.0455003822526803	7.711905219088234	0.1576159356108795	9.556026804993564
75	real	0.32987756094245096	2.0440306855824	7.8099652511645905	0.19192293531210397	9.98583703591832
75	CNN (large)		2.0927849999999997	7.0977440000000005	0.1564453	10.239108243121999
75	real-subtrees	0.32987756094245096	2.0440306855824	7.8099652511645905	0.19192293531210397	9.98583703591832
75	FFNN (large)		2.0607495	6.4181275	0.16672578	10.2122038179272
75	FFNN (huge, subtrees)		2.0843027732529666	7.569872725556308	0.15046309889260648	9.838253140140246
76	CNN (huge, subtrees)		2.081577653340646	4.828742023436479	0.11951423759276793	1.3532642649171525
76	real	0.022669794450106	1.8978555842417801	4.30780614568271	0.14385011219295302	1.1698419811071998
76	real-subtrees	0.022669794450106	1.89785558424178	4.307806145682712	0.14385011219295302	1.1698419811071998
76	FFNN (huge, subtrees)		1.9576065336463195	4.934749522981298	0.12464191725529787	1.1602115153449035
76	FFNN (large)		1.843431	4.145874500000001	0.11457590000000001	1.08100243692101
76	CNN (large)		1.8272734	4.033082	0.11920589	1.09769682914419
77	FFNN (huge, subtrees)		4.438932528221066	8.669787342467616	0.07005346149451447	1.0681198371309537
77	FFNN (large)		4.6092997	8.919901	0.07406076	1.08792680767743
77	real	0.608559620378566	4.7766474131578	9.51769482828905	0.071732152323542	1.1656785465130302
77	real-subtrees	0.608559620378566	4.7766474131578	9.51769482828905	0.071732152323542	1.1656785465130302
77	CNN (large)		4.6665363	8.851388	0.06927252	1.08026486349019
77	CNN (huge, subtrees)		4.265895133533219	8.412787594271446	0.0813509839061847	1.0270164564898137
78	real-subtrees	0.815487672167172	2.4648075361695896	5.148395297198818	0.06921338122776499	3.53563572411956
78	FFNN (large)		2.5789292	3.6464519999999996	0.08952663	3.85194425829153
78	real	0.815487672167172	2.4648075361695896	5.14839529719882	0.069213381227765	3.53563572411956
78	FFNN (huge, subtrees)		2.5357143984673187	4.858948122448846	0.07606130800555022	3.616605352093392
78	CNN (huge, subtrees)		2.5341445066045454	4.811457808522536	0.08114429056985525	3.6066097078661032
78	CNN (large)		2.565506	3.948205	0.09369436	3.7745437794597594
79	CNN (large)		2.0120287	5.5227260000000005	0.087723434	7.21512117273939
79	FFNN (huge, subtrees)		2.1207311383046368	4.540908227841699	0.10034601296863756	7.590334842333018
79	real-subtrees	0.647644374099994	2.0669216338969	4.05971078465877	0.161552218289073	7.41175352661767
79	CNN (huge, subtrees)		2.0836015456588286	4.5268091530315635	0.1127771650248874	7.518996384693613
79	FFNN (large)		2.0379527	4.3393154	0.08583265	7.339766723055231
79	real	0.647644374099994	2.0669216338968996	4.05971078465877	0.16155221828907299	7.41175352661767
80	FFNN (huge, subtrees)		4.35891480814206	7.876478943097807	0.11661392823621625	1.92546970628969
80	real-subtrees	0.27866071612952603	4.6414054779616105	9.232190446016178	0.13944400144805402	2.09968768706166
80	CNN (huge, subtrees)		4.3085548136812415	8.066666535061426	0.11918173535622725	1.9319764355259104
80	CNN (large)		3.2174362999999997	8.04215	0.10412243	1.4573533141361499
80	real	0.27866071612952603	4.6414054779616105	9.23219044601618	0.13944400144805402	2.09968768706166
80	FFNN (large)		3.2625902	7.600973	0.10826696	1.4235849062590802
81	real-subtrees	0.60705527879989	4.46161607652998	3.0587887360382005	0.07961832786106401	3.8793041082539896
81	FFNN (huge, subtrees)		4.488207576545364	3.4199525841278327	0.07942394759363831	3.8579987396422566
81	FFNN (large)		4.2647996	3.4393275	0.07667815	3.68044633917861
81	CNN (huge, subtrees)		4.435628534849055	3.4874761931375144	0.09113341478000764	3.8267733926379734
81	CNN (large)		4.090501000000001	3.7020334999999998	0.102523476	3.64430633499588
81	real	0.60705527879989	4.46161607652998	3.0587887360382005	0.07961832786106401	3.8793041082539905
82	CNN (large)		3.3600769999999995	6.0038222999999995	0.15459934	5.778953997895419
82	FFNN (large)		3.2572575	6.401561	0.11160845	5.72809071685583
82	real-subtrees	0.587723320655722	3.43198511738963	5.575304109341858	0.15695753252359	6.263248865475759
82	real	0.587723320655722	3.43198511738963	5.57530410934186	0.15695753252359	6.263248865475759
82	CNN (huge, subtrees)		3.667518623768277	5.8890823807609864	0.13125926385484438	6.4494263030470105
82	FFNN (huge, subtrees)		3.634692528767733	5.529670289297225	0.12239110991466508	6.4402437446087895
83	real	0.9954454266971821	1.62837575987444	9.99363489076981	0.054552095758138	8.34623988588383
83	CNN (huge, subtrees)		1.7176058555808182	7.875435611130847	0.0804068418663971	8.465435713288164
83	FFNN (huge, subtrees)		1.7388791991825259	8.180912127857484	0.0724515801900872	8.685704540283586
83	CNN (large)		1.9630425999999999	9.154342999999999	0.095329225	8.76233077061802
83	real-subtrees	0.9954454266971821	1.6283757598744402	9.99363489076981	0.054552095758138	8.346239885883831
83	FFNN (large)		1.9565394	9.369602	0.08430921	8.8705233442215
84	FFNN (large)		4.4901648000000005	5.3609905	0.09111486	8.250338317988959
84	real	0.9959172643029979	4.82071591432649	7.06696804787799	0.056363146826839	8.62826327693304
84	real-subtrees	0.9959172643029979	4.820715914326492	7.06696804787799	0.056363146826839	8.62826327693304
84	FFNN (huge, subtrees)		4.481904335753627	6.406069410330824	0.07446542007740213	7.953968692108196
84	CNN (large)		4.4542465	6.296245	0.065520436	8.00068479874762
84	CNN (huge, subtrees)		4.330663632373422	6.529335887343795	0.07915066565936264	7.528121062026693
85	FFNN (large)		4.4083776	7.068683999999999	0.10885026	8.075081592034
85	real-subtrees	0.369384193039181	4.29110222266175	7.274783320611839	0.103949690614259	8.09618038481454
85	FFNN (huge, subtrees)		4.06173225864914	7.097312146245478	0.09992198763970436	7.696791362818483
85	CNN (huge, subtrees)		4.033844680352815	7.192856587945272	0.1029562878576018	7.6219412485758475
85	real	0.369384193039181	4.29110222266175	7.2747833206118395	0.103949690614259	8.09618038481454
85	CNN (large)		4.0371237	6.321949	0.12573314	7.565075652930091
86	real-subtrees	0.21812865195866196	2.15903527075551	3.58924366520342	0.06083316841143401	7.0518845520298985
86	FFNN (large)		2.0217307	3.6103692	0.10273481	6.930338431630441
86	FFNN (huge, subtrees)		2.2806190942964677	3.6919593841892526	0.09082861681446452	7.47972728818553
86	real	0.21812865195866196	2.15903527075551	3.58924366520342	0.060833168411434005	7.0518845520299
86	CNN (large)		1.9961846	3.8271656000000003	0.1323229	6.91179239090595
86	CNN (huge, subtrees)		2.3191432760929853	3.865954157786085	0.1012327473541154	7.590105826654133
87	CNN (large)		3.8960122999999998	8.617436	0.118757814	1.5805922676864999
87	real	0.86793441919315	3.51668106628308	8.194331952657171	0.154451266744173	1.3610334676289901
87	FFNN (huge, subtrees)		3.55423217317754	7.9183988230065365	0.13204844840242771	1.3843698319577906
87	CNN (huge, subtrees)		3.391616563920393	8.046778568895379	0.13941255252043994	1.3075877352474798
87	FFNN (large)		4.1227922	8.153474000000001	0.12282449999999999	1.6294376438416498
87	real-subtrees	0.86793441919315	3.5166810662830805	8.194331952657171	0.154451266744173	1.36103346762899
88	CNN (large)		1.4851495000000001	7.241645	0.16288462	6.183704913195079
88	CNN (huge, subtrees)		1.5974609503728459	6.816968443879918	0.11135590904614263	6.4224209524196825
88	real	0.9775438069386271	1.54911581157886	6.838098748094961	0.10142797844143302	6.439383108672191
88	FFNN (huge, subtrees)		1.5812377750580666	6.969736683690869	0.10513140863626827	6.556746183917914
88	real-subtrees	0.9775438069386272	1.54911581157886	6.838098748094961	0.10142797844143303	6.439383108672191
88	FFNN (large)		1.4964373	7.351774000000001	0.14991835	6.1997458394249705
89	real	0.415852490167346	2.17759787071151	9.24128400076456	0.093497216797467	4.860367452927309
89	CNN (large)		2.2021446	8.127874	0.09035823	4.87317079078434
89	CNN (huge, subtrees)		2.2500345993520394	8.621934752010732	0.10098549475799584	4.9826384403060215
89	real-subtrees	0.415852490167346	2.17759787071151	9.24128400076456	0.093497216797467	4.860367452927309
89	FFNN (large)		2.1628397	8.717428	0.09177186	4.8467758107894
89	FFNN (huge, subtrees)		2.2189382564232614	8.697581415767031	0.09698412475808116	4.901792673629474
90	FFNN (large)		1.7923198	4.396878	0.102245025	3.0324961199605096
90	CNN (huge, subtrees)		1.9944793834021155	5.352521959429677	0.10335929695746428	3.2456828161032627
90	FFNN (huge, subtrees)		1.9746617615592053	5.2782055783222575	0.10143482034179498	3.179975869240081
90	real	0.13979817861539498	1.8252313474075499	4.84977092729717	0.06785355830055399	2.93350886923334
90	CNN (large)		1.7664071	4.0471845	0.10753685	2.97616272050479
90	real-subtrees	0.13979817861539498	1.8252313474075497	4.84977092729717	0.06785355830055399	2.93350886923334
91	real-subtrees	0.6041249499417839	2.48755741538687	6.8132929321683005	0.12478842150778002	5.80716246345054
91	CNN (huge, subtrees)		2.616868944764388	7.142495491401617	0.11826733862758433	6.157525289073693
91	FFNN (huge, subtrees)		2.613120123062421	6.821003013531602	0.10970419488512713	6.1409324583164855
91	FFNN (large)		2.3786169999999998	6.7762970000000005	0.10479786	6.37122403623142
91	real	0.6041249499417839	2.48755741538687	6.8132929321683005	0.12478842150778	5.80716246345054
91	CNN (large)		2.3214097000000002	7.497910000000001	0.0843882	6.267026319496701
92	FFNN (huge, subtrees)		1.9618268019456693	4.941846216854781	0.10086179151986968	6.019829215210227
92	FFNN (large)		2.0254583	4.717416	0.10938818	6.4193327938514395
92	CNN (huge, subtrees)		1.9637434710616997	5.217917931979121	0.10389045976116762	6.119811957671058
92	real-subtrees	0.34431935820067705	1.9408509887875296	4.97027359170905	0.14851000117825694	6.036913334347619
92	CNN (large)		2.0576773	4.8587226999999995	0.107534885	6.434826618257481
92	real	0.34431935820067705	1.94085098878753	4.97027359170905	0.14851000117825697	6.03691333434762
93	FFNN (huge, subtrees)		4.067719338527434	7.6028925312785764	0.08391433591720146	3.9511161466806777
93	real-subtrees	0.19258724612524	4.159433807468	8.006229663780239	0.07530153627506499	4.09446916449839
93	FFNN (large)		4.2660747	8.224093	0.07090553	4.20394901482374
93	CNN (huge, subtrees)		4.0162914477758465	7.49909750620524	0.0887873938502733	3.955605736158829
93	CNN (large)		4.15725	8.524577	0.08282888	4.17046079788806
93	real	0.19258724612524	4.159433807468	8.006229663780239	0.075301536275065	4.09446916449839
94	CNN (huge, subtrees)		3.3182253458469804	4.951209699382191	0.11502503666996818	8.838039156763754
94	real	0.28480371479025607	3.31425181314941	4.91486605046602	0.133426896681931	8.71907657584237
94	FFNN (huge, subtrees)		3.2964218235932865	4.772398007381385	0.11283387684281465	8.69275581152376
94	FFNN (large)		3.1237195	5.773063700000001	0.1737836	8.2096064354449
94	real-subtrees	0.2848037147902561	3.3142518131494096	4.91486605046602	0.133426896681931	8.719076575842369
94	CNN (large)		3.1525464	5.863822	0.15257967	8.16284668558034
95	FFNN (huge, subtrees)		3.5006702670219143	4.068268563596549	0.09362618153856034	2.2434861516826468
95	real	0.482602403199938	3.31697152519247	4.2255066303863105	0.086963321012519	2.16571693914642
95	FFNN (large)		4.154792	5.3555345999999995	0.10401312	2.90250684548512
95	real-subtrees	0.482602403199938	3.31697152519247	4.225506630386311	0.08696332101251901	2.16571693914642
95	CNN (large)		4.213922	5.842226	0.09265715	2.93899738325046
95	CNN (huge, subtrees)		3.4373218526766163	4.087871853465899	0.09745739659612364	2.220770974780004
96	real	0.707971941516291	3.52699091798222	4.20641607502585	0.160322931514802	1.85312324455467
96	real-subtrees	0.707971941516291	3.5269909179822205	4.20641607502585	0.160322931514802	1.85312324455467
96	CNN (large)		3.3054976000000003	4.098276	0.099360734	1.68704408334973
96	FFNN (large)		3.3511565	3.5578945	0.08635152	1.70662205299945
96	CNN (huge, subtrees)		3.6699867235635466	4.691702696365384	0.13161950735895556	1.8744721165790807
96	FFNN (huge, subtrees)		3.695810900220816	4.602048684082382	0.12381390171385287	1.9073215402964083
97	real-subtrees	0.7908061262201701	3.5227555177071297	7.25287436365943	0.14408319354295102	9.018473165193967
97	CNN (large)		3.9702830000000002	7.6093698000000005	0.14345329999999998	10.740778934507999
97	FFNN (huge, subtrees)		3.64155554984837	7.7425880831923735	0.12095203566209745	9.127701881766656
97	real	0.7908061262201701	3.5227555177071297	7.25287436365943	0.144083193542951	9.01847316519397
97	FFNN (large)		3.8897407	7.894514	0.16180646	10.742212430905301
97	CNN (huge, subtrees)		3.518812586545197	7.744909389150973	0.12437755223371975	8.611324586602231
98	real-subtrees	0.7817775145784591	4.531008388375019	9.73542278345375	0.17466656891716306	2.2304140634961502
98	CNN (large)		4.033338	8.53139	0.16548544	1.9676047742534302
98	FFNN (huge, subtrees)		4.076136746362263	8.449099432810339	0.14646198795332616	2.0173601383340216
98	real	0.7817775145784591	4.531008388375019	9.73542278345375	0.17466656891716298	2.23041406349615
98	FFNN (large)		4.1457114	8.089052	0.14879411	1.98696685830441
98	CNN (huge, subtrees)		4.0280243726340865	8.354958994885605	0.1508224434244119	1.9395196304775837
99	CNN (large)		1.2226275	4.183235	0.071143866	5.91133350718989
99	FFNN (large)		1.1864903	3.6971773999999997	0.10717470000000001	5.887601249966509
99	real-subtrees	0.69174769810883	1.09791271853321	4.14059941020858	0.051135570301225	5.5844561627310085
99	real	0.69174769810883	1.09791271853321	4.14059941020858	0.051135570301225	5.584456162731009
99	CNN (huge, subtrees)		1.103908351616426	3.841238775686784	0.08481608340956948	5.756119182153182
99	FFNN (huge, subtrees)		1.111454215483232	3.7914862026734784	0.07642300922355869	5.734392840818925
